5132
4050	8021	1	0	0
8350	8709	1	1	1
8962	9360	1	2	2
10039	10716	1	3	3
10969	12630	2	4	4
12939	13622	2	5	5
14145	15611	1	6	6
16478	18319	1	7	7
19995	21524	2	8	8
22848	24704	2	9	9
26433	27971	2	10	10
28791	32615	1	11	11
34714	35268	1	12	12
35335	36111	2	13	13
36378	37052	1	14	14
37395	40103	2	15	15
41704	41862	1	16	16
42737	43810	2	17	17
44251	44523	2	18	18
44652	46133	1	19	19
46187	49024	2	20	20
49407	50363	2	21	21
50787	51128	1	22	22
51664	51909	2	23	23
52734	54869	1	24	24
54892	55482	2	25	25
57379	58386	1	26	26
58856	59953	2	27	27
60535	61503	1	28	28
61699	63213	2	29	29
64044	66548	1	30	30
66634	67905	2	31	31
69836	71239	1	32	32
71980	72360	2	33	33
72859	73839	2	34	34
75033	76124	1	35	35
76233	77285	2	36	36
77997	79430	2	37	37
79858	80082	2	38	38
82791	82991	1	39	39
83732	84067	2	40	40
84663	86150	1	41	41
86898	88157	1	42	42
88549	90486	1	43	43
90634	91053	2	44	44
91347	93506	2	45	45
93844	95001	2	46	46
95457	97016	2	47	47
97462	98631	2	48	48
99984	101426	1	49	49
102033	104180	1	50	50
104179	105666	2	51	51
106068	107543	2	52	52
108031	109113	1	53	53
109442	110605	1	54	54
111914	113113	1	55	55
113328	113648	2	56	56
114942	115937	1	57	57
116013	116441	2	58	58
116836	116973	1	59	59
117344	118240	1	60	60
118417	119391	2	61	61
119567	119950	2	62	62
120240	122645	2	63	63
122993	124222	2	64	64
124814	125902	2	65	65
129118	130692	1	66	66
131013	131600	2	67	67
132356	132943	2	68	68
133708	135561	2	69	69
137702	137980	1	70	70
139053	142391	1	71	71
142551	143603	2	72	72
144162	146123	1	73	73
147308	149809	1	74	74
150537	151139	2	75	75
152188	153018	1	76	76
153946	155097	1	77	77
155345	156421	2	78	78
156674	159052	1	79	79
159253	160854	2	80	80
161378	161425	1	81	81
162035	162271	1	81	81
162526	164532	2	82	82
165296	166051	1	83	83
166523	168451	1	84	84
170663	174034	1	85	85
174451	176520	1	86	86
177110	178585	1	87	87
178954	182646	2	88	88
183445	184680	2	89	89
185355	186011	1	90	90
186442	187482	1	91	91
187946	189631	1	92	92
189943	190326	1	93	93
190484	191530	2	94	94
192399	196577	1	95	95
196903	198600	1	96	96
198839	200401	2	97	97
203013	206480	1	98	98
206535	207929	2	99	99
208211	210286	2	100	100
210533	216109	2	101	101
217795	219534	2	102	102
222144	223874	1	103	103
224641	227535	1	104	104
227842	229023	1	105	105
229139	230011	2	106	106
230246	233329	2	107	107
233754	234797	1	108	108
234843	238430	2	109	109
238825	239835	2	110	110
240068	240880	2	111	111
241129	242016	2	112	112
242487	249041	1	113	113
249260	250681	1	114	114
250924	251868	1	115	115
251953	252447	2	116	116
252734	252949	2	117	117
253355	255394	2	118	118
256164	259718	2	119	119
260028	261209	2	120	120
261457	262875	2	121	121
263780	266170	1	122	122
266436	266906	2	123	123
267195	268298	2	124	124
268995	270311	1	125	125
270516	271304	2	126	126
271613	273433	2	127	127
274083	277970	1	128	128
278007	279554	2	129	129
279764	280999	2	130	130
281489	281968	1	131	131
282062	284014	2	132	132
284503	286746	1	133	133
287058	287080	1	134	134
287184	287985	1	134	134
288002	288550	2	135	135
288925	289248	2	136	136
290214	292328	1	137	137
292357	292995	2	138	138
293861	294622	1	139	139
294679	298794	2	140	140
299068	301041	2	141	141
304411	306951	1	142	142
307583	307975	1	143	143
308168	309166	1	144	144
309225	311573	2	145	145
311806	312912	1	146	146
313765	315489	1	147	147
315808	319902	1	148	148
320191	322581	2	149	149
324106	326859	1	150	150
327270	330998	1	151	151
331128	332132	2	152	152
332561	333850	1	153	153
334149	335207	2	154	154
335813	340285	2	155	155
341780	343276	1	156	156
343741	344415	1	157	157
344582	345562	2	158	158
345826	347970	1	159	159
347989	350106	2	160	160
350341	352119	2	161	161
352419	353381	2	162	162
353860	354735	1	163	163
355207	356124	1	164	164
356540	358420	1	165	165
358761	361154	1	166	166
361475	363889	1	167	167
364074	365246	2	168	168
365654	366784	2	169	169
367232	368674	2	170	170
369369	370847	1	171	171
371102	372961	2	172	172
373573	375795	2	173	173
378474	379637	1	174	174
381232	382491	1	175	175
383541	385550	1	176	176
385960	386820	1	177	177
387153	389006	2	178	178
390396	391622	1	179	179
391818	395345	2	180	180
396078	398171	2	181	181
398438	400942	1	182	182
401149	402357	1	183	183
402449	403363	2	184	184
405040	407196	1	185	185
407541	410204	1	186	186
410840	412435	1	187	187
412521	413147	2	188	188
413443	414879	1	189	189
415060	416091	2	190	190
418866	421646	1	191	191
422799	423779	1	192	192
424425	426260	1	193	193
426619	427731	1	194	194
427898	428248	2	195	195
430459	434226	2	196	196
434487	435086	1	197	197
435155	435988	2	198	198
436267	437961	1	199	199
438031	439806	2	200	200
440332	442632	2	201	201
443275	446967	2	202	202
447547	447951	2	203	203
448345	449178	1	204	204
449191	450030	2	205	205
450570	451379	1	206	206
451781	453448	2	207	207
454825	457011	1	208	208
457128	458180	2	209	209
459960	461135	1	210	210
461150	462349	2	211	211
462850	464475	1	212	212
464735	465409	1	213	213
465969	467036	2	214	214
468046	468687	2	215	215
469129	469926	2	216	216
470254	470583	2	217	217
470802	471398	2	218	218
471957	473246	1	219	219
473705	475516	1	220	220
475917	479765	1	221	221
480768	481268	1	222	222
483318	484610	1	223	223
485778	486386	1	224	224
486852	491741	1	225	225
492216	492938	1	226	226
493413	494087	1	227	227
494722	495396	2	228	228
496083	496487	1	229	229
496912	497772	2	230	230
500356	502254	1	231	231
502770	503597	1	232	232
504157	505587	2	233	233
507497	509029	1	234	234
509499	510050	1	235	235
510318	510812	2	236	236
511468	512874	2	237	237
512958	512970	1	238	238
513403	514994	1	238	238
515102	517213	2	239	239
517485	518069	1	240	240
518328	518936	1	241	241
519132	522656	2	242	242
524188	524565	2	243	243
525416	526858	1	244	244
526994	528571	2	245	245
529007	529495	1	246	246
529811	530206	2	247	247
531685	533640	1	248	248
534146	535225	2	249	249
535876	536970	1	250	250
537105	538646	2	251	251
538923	539822	2	252	252
540053	540637	1	253	253
540877	541647	2	254	254
542473	542934	2	255	255
543556	545856	2	256	256
547508	549619	1	257	257
550416	550778	2	258	258
551406	555872	1	259	259
555962	557086	2	260	260
557594	559366	1	261	261
559401	560981	2	262	262
561508	561759	1	263	263
561932	562705	2	264	264
563157	566132	2	265	265
567761	569314	1	266	266
569827	570660	2	267	267
571037	571585	1	268	268
572069	572890	2	269	269
573488	575239	1	270	270
575374	575904	2	271	271
576095	577333	1	272	272
577731	579014	1	273	273
579137	580651	2	274	274
581114	583969	1	275	275
584291	584752	2	276	276
585770	587647	1	277	277
588582	589226	1	278	278
589360	590781	2	279	279
592193	593218	2	280	280
595325	596338	1	281	281
596510	598051	2	282	282
598842	600428	1	283	283
601063	601512	2	284	284
602078	602135	1	285	285
602217	602452	1	285	285
602846	603880	1	286	286
604003	604371	2	287	287
604848	605282	2	288	288
605531	606220	2	289	289
606436	608493	1	290	290
608870	609709	1	291	291
609782	611122	2	292	292
611793	612449	1	293	293
612717	613493	1	294	294
614027	615562	1	295	295
615970	616914	1	296	296
617049	618395	2	297	297
618677	623158	2	298	298
623372	626572	1	299	299
626607	627389	2	300	300
627846	629417	2	301	301
630561	631691	1	302	302
632392	634533	1	303	303
636339	637847	2	304	304
638868	639974	2	305	305
640436	640978	2	306	306
641138	642781	2	307	307
643011	643799	2	308	308
644093	645988	1	309	309
646473	653720	1	310	310
654068	655168	1	311	311
655579	660012	1	312	312
664229	666817	1	313	313
668437	669891	2	314	314
673323	674219	2	315	315
674511	675152	2	316	316
675568	677244	1	317	317
677875	680187	1	318	318
681587	682858	1	319	319
683268	683681	2	320	320
685325	687055	1	321	321
688043	690976	1	322	322
692503	693720	2	323	323
694151	706324	2	324	324
706556	707209	1	325	325
707534	709267	1	326	326
709416	709919	2	327	327
712454	713812	1	328	328
714670	715857	1	329	329
716214	717023	1	330	330
717305	718570	1	331	331
718675	719274	2	332	332
719728	721890	1	333	333
722228	722689	2	334	334
723222	723593	2	335	335
724469	725620	1	336	336
725772	726611	2	337	337
727069	728172	2	338	338
728811	729920	1	339	339
730060	730172	1	340	340
730548	731466	1	340	340
731574	732146	2	341	341
733390	734754	2	342	342
735211	737172	1	343	343
737409	739004	2	344	344
740280	740837	2	345	345
741375	742295	1	346	346
742328	742882	2	347	347
743936	744331	1	348	348
744748	745098	1	349	349
745330	746643	1	350	350
747277	748503	1	351	351
749206	751656	1	352	352
751756	752742	2	353	353
753024	753362	1	354	354
753533	754369	2	355	355
755289	755597	1	356	356
755979	756221	1	356	356
756365	758392	2	357	357
758751	761696	2	358	358
763918	764739	1	359	359
764918	765265	2	360	360
767951	769267	2	361	361
771343	773478	2	362	362
773864	776047	2	363	363
776735	778312	1	364	364
778496	780154	2	365	365
780306	783128	1	366	366
783416	784660	1	367	367
785085	786131	1	368	368
786628	786909	1	369	369
787740	790157	1	370	370
790595	791008	1	371	371
794538	796508	2	372	372
797590	799359	2	373	373
800774	802885	2	374	374
803039	804097	2	375	375
842040	843524	1	376	376
843676	845478	2	377	377
846108	847934	1	378	378
848000	848644	2	379	379
848814	849605	1	380	380
849863	852181	1	381	381
852306	854411	2	382	382
854731	855630	1	383	383
855708	856478	2	384	384
858357	859271	1	385	385
859421	860137	2	386	386
860392	861429	1	387	387
861476	864706	2	388	388
865164	865754	1	389	389
865953	866432	2	390	390
866833	867088	1	391	391
867453	869713	1	391	391
869760	870551	2	392	392
871211	872116	1	393	393
872229	874151	2	394	394
874674	875039	1	395	395
875101	878451	2	396	396
879085	879990	1	397	397
880212	881186	2	398	398
883963	885660	1	399	399
885735	887591	2	400	400
888000	889865	1	401	401
892194	892307	2	402	402
892558	896133	2	403	403
896291	897109	2	403	403
897856	899010	2	404	404
900278	904156	1	405	405
904153	905076	2	406	406
905886	907277	2	407	407
908692	909639	2	408	408
911726	913786	1	409	409
914570	917347	1	410	410
917816	919010	2	411	411
919252	919298	2	411	411
920622	921188	1	412	412
921368	922753	2	413	413
923257	924912	2	414	414
925252	927282	1	415	415
927532	928551	2	416	416
928931	930037	1	417	417
931215	932183	1	418	418
933077	934699	1	419	419
934820	935464	2	420	420
936302	936847	1	421	421
937235	938407	1	422	422
939435	940439	2	423	423
940782	941525	2	424	424
942066	945542	1	425	425
945502	945576	1	426	426
946139	947614	1	426	426
947715	948362	2	427	427
949008	950375	1	428	428
950713	952452	1	429	429
952684	954546	2	430	430
955046	956329	1	431	431
956669	957436	1	432	432
957755	961576	2	433	433
962835	963509	1	434	434
967796	970492	1	435	435
972246	973454	2	436	436
974814	977279	1	437	437
