5132
0	3971	0
0	359	0
0	398	0
0	677	0
0	1661	0
0	683	0
0	1466	0
0	1841	0
0	1529	0
0	1856	0
0	1538	0
0	3824	0
0	554	0
0	776	0
0	674	0
0	2708	0
0	158	0
0	1073	0
0	272	0
0	1481	0
0	2837	0
0	956	0
0	341	0
0	245	0
0	2135	0
0	590	0
0	1007	0
0	1097	0
0	968	0
0	1514	0
0	2504	0
0	1271	0
0	1403	0
0	380	0
0	980	0
0	1091	0
0	1052	0
0	1433	0
0	224	0
0	200	0
0	335	0
0	1487	0
0	1259	0
0	1937	0
0	419	0
0	2159	0
0	1157	0
0	1559	0
0	1169	0
0	1442	0
0	2147	0
0	1487	0
0	1475	0
0	1082	0
0	1163	0
0	1199	0
0	320	0
0	995	0
0	428	0
0	137	0
0	896	0
0	974	0
0	383	0
0	2405	0
0	1229	0
0	1088	0
0	1574	0
0	587	0
0	587	0
0	1853	0
0	278	0
0	3338	0
0	1052	0
0	1961	0
0	2501	0
0	602	0
0	830	0
0	1151	0
0	1076	0
0	2378	0
0	1601	0
0	47	0
657	893	48
0	2006	0
0	755	0
0	1928	0
0	3371	0
0	2069	0
0	1475	0
0	3692	0
0	1235	0
0	656	0
0	1040	0
0	1685	0
0	383	0
0	1046	0
0	4178	0
0	1697	0
0	1562	0
0	3467	0
0	1394	0
0	2075	0
0	5576	0
0	1739	0
0	1730	0
0	2894	0
0	1181	0
0	872	0
0	3083	0
0	1043	0
0	3587	0
0	1010	0
0	812	0
0	887	0
0	6554	0
0	1421	0
0	944	0
0	494	0
0	215	0
0	2039	0
0	3554	0
0	1181	0
0	1418	0
0	2390	0
0	470	0
0	1103	0
0	1316	0
0	788	0
0	1820	0
0	3887	0
0	1547	0
0	1235	0
0	479	0
0	1952	0
0	2243	0
0	22	0
126	927	23
0	548	0
0	323	0
0	2114	0
0	638	0
0	761	0
0	4115	0
0	1973	0
0	2540	0
0	392	0
0	998	0
0	2348	0
0	1106	0
0	1724	0
0	4094	0
0	2390	0
0	2753	0
0	3728	0
0	1004	0
0	1289	0
0	1058	0
0	4472	0
0	1496	0
0	674	0
0	980	0
0	2144	0
0	2117	0
0	1778	0
0	962	0
0	875	0
0	917	0
0	1880	0
0	2393	0
0	2414	0
0	1172	0
0	1130	0
0	1442	0
0	1478	0
0	1859	0
0	2222	0
0	1163	0
0	1259	0
0	2009	0
0	860	0
0	1853	0
0	1226	0
0	3527	0
0	2093	0
0	2504	0
0	1208	0
0	914	0
0	2156	0
0	2663	0
0	1595	0
0	626	0
0	1436	0
0	1031	0
0	2780	0
0	980	0
0	1835	0
0	1112	0
0	350	0
0	3767	0
0	599	0
0	833	0
0	1694	0
0	1775	0
0	2300	0
0	3692	0
0	404	0
0	833	0
0	839	0
0	809	0
0	1667	0
0	2186	0
0	1052	0
0	1175	0
0	1199	0
0	1625	0
0	674	0
0	1067	0
0	641	0
0	797	0
0	329	0
0	596	0
0	1289	0
0	1811	0
0	3848	0
0	500	0
0	1292	0
0	608	0
0	4889	0
0	722	0
0	674	0
0	674	0
0	404	0
0	860	0
0	1898	0
0	827	0
0	1430	0
0	1532	0
0	551	0
0	494	0
0	1406	0
0	12	0
445	2036	13
0	2111	0
0	584	0
0	608	0
0	3524	0
0	377	0
0	1442	0
0	1577	0
0	488	0
0	395	0
0	1955	0
0	1079	0
0	1094	0
0	1541	0
0	899	0
0	584	0
0	770	0
0	461	0
0	2300	0
0	2111	0
0	362	0
0	4466	0
0	1124	0
0	1772	0
